Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,49.9013229069412,4.6968178252385,4.95890140377645,4.85228704838131,7.7810908959605,12.0536179767696,11.0743789647307,12.2018301907814,8.88666018352578,..,..,..
Afghanistan,AFG,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,5.1,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Compulsory education, duration (years)",SE.COM.DURS,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,..,..,3825701405.51958,4520946849.32079,5224896718.67782,6203256497.09044,9747886104.53251,10109296957.6569,12416152648.0573,15856668496.388,17805098367.2952,19907329905.9776,20146416876.3886,20497128600.3363,19134221744.5294,18116572399.1298,18753456506.5708,18053222734.8881,18799444414.5998,19955929060.841,14266499429.8746
Afghanistan,AFG,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.363,0.363862872123718,..,0.368523985147476,..
Afghanistan,AFG,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.389,0.393489241600037,..,0.400284141302109,..
Afghanistan,AFG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,56.858,57.344,57.672,58.65,59.216,59.697,60.909,61.529,61.892,62.408,62.993,63.514,64.027,64.274,64.576,65.096,66.099,66.458,66.677,65.432,65.279
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.054,8.04,8.186,8.122,8.053,8.113,8.108,8.022,8.082,8.068,7.947,8.019,7.949,7.91,8.989,10.086,11.18,11.11,11.085,11.71,..
Albania,ALB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,28.27,..,..,37.99,..,..,40.02,..,..,..,44.17
Albania,ALB,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,22.67,..,..,33.59,..,..,38.1,..,..,..,45.69
Albania,ALB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,98.2522735595703,..,..,..,..,..,94.6818084716797,..,..,95.6914825439453,96.1360702514648,..,..,..,..,..,..,..,..,..
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98.7129821777344,..,..,..,..,..,95.9386367797852,..,..,96.8452987670898,97.2469711303711,..,..,..,..,..,..,..,..,..
Albania,ALB,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,95.3679,94.45652,..,92.23154,91.97377,..,..,87.34731,85.71818,86.81675,88.24009,90.952,97.16724,..,..,..,..,..,..,..,..
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,5.66422986984253,..,..,..,..,..,8.11303043365479,..,..,11.4996995925903,12.3950004577637,..,..,..,..,15.8802604675293,..,..,..,..
Albania,ALB,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,61.5,..,..,..,..,..,..,..,..,69,..,..,..
Albania,ALB,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,58.8,..,..,..,..,..,..,..,..,83.7,..,..,..
Albania,ALB,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,..,..,..,..,9.6,..,..,..,..,..,..,..,..,11.8,..,..,..
Albania,ALB,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,8.65738703548396,8.13171240346954,7.92991262699532,7.73182739633685,7.42400985630468,8.43098711693538,8.74722800678583,9.01864922404764,9.15081252889815,9.07841434175283,9.06900760368607,8.84649373877203
Albania,ALB,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,13.5082167685541,18.047853036844,21.1949876792055,22.2438572106859,21.4603340500502,16.8424536921792,16.5545127518585,11.97172277931,10.4273900688183,7.97222983771095,7.65009174813949,5.39391025321323
Albania,ALB,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,31.84332,..,..,..,..,18.8,..,..,..,4.6,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Compulsory education, duration (years)",SE.COM.DURS,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077248.14638,10677324852.8822,12881352893.6855,12044205549.6571,11926926615.8015,12890760315.146,12319834195.331,12776224496.9718,13228147516.1168,11386853113.0189,11861199830.8396,13019726211.7369,15156424015.1977,15401826127.2539,15162734205.2462,17930565118.8176
Albania,ALB,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..,..,..,..,..,..,..,0.56527054309845,..,..,..,..,..,..,0.637,0.662464320659637,..,0.664508581161499,..
Albania,ALB,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,0.54360294342041,..,..,..,..,..,..,0.621,0.628666281700134,..,0.634250938892365,..
Albania,ALB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.419,78.618,78.823,79.057,79.237,79.493,80.247,80.429,80.544,80.688,80.798,80.703,80.781,81.013,81.183,81.377,81.504,81.608,81.666,79.676,79.173
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.028,18.575,17.895,16.989,16.31,15.97,15.97,13.06,13.67,14.09,13.48,13.38,15.87,18.05,17.19,15.42,13.62,12.3,11.47,13.067,12.683
Algeria,DZA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,33.29,..,..,50.48,..,..,42.78,..,..,..,44.1
Algeria,DZA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,20.41,..,..,40.07,..,..,29.27,..,..,..,31.19
Algeria,DZA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,60.075080871582,..,..,..,..,67.5487518310547,..,..,..,..,..,..,..,..,..,75.3229675292969,..,..,..
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,69.8734970092773,..,..,..,..,75.1360473632812,..,..,..,..,..,..,..,..,..,81.4078369140625,..,..,..
Algeria,DZA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,89.12297,91.21017,92.62485,93.235,94.01596,94.32878,94.94972,96.48156,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.8509502410889,..,..
Algeria,DZA,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.8,..,..
Algeria,DZA,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,7.70964610650411,8.22683150016243,7.91414049506706,8.30221130365328,8.27387493552104,7.93762814340674,9.01055609907528,9.87097594297722,9.77861563123438,9.94951991406034,9.85981341337905,10.2885446368503,..
Algeria,DZA,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,21.1415508110567,18.31,14.3983059633084,11.7263814541696,10.5639712164989,9.9349604753277,9.76734535087824,12.0891590616386,12.9585022894491,12.6974012595366,14.7557610602629,16.3638896305079,..
Algeria,DZA,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,6.48955221272624,..,..,..,..,..,..,..,..
Algeria,DZA,"Compulsory education, duration (years)",SE.COM.DURS,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,54790398570.3282,54744697926.068,56760355865.0082,67863850333.9526,85332581188.6107,103198212442.69,134977082623.78,171000699876.747,137211003661.699,161207307027.185,200013098817.25,209059080929.499,209755003250.664,213809979836.314,165979224866.131,160034212126.018,170096988531.906,174910684781.571,171760275466.61,145743542982.628,163472387986.768
Algeria,DZA,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..,..,..,..,..,..,..,0.542771279811859,..,..,..,..,..,..,0.545,0.552215874195099,..,0.556641519069672,..
Algeria,DZA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,0.531282901763916,..,..,..,..,..,..,0.523,0.531993925571442,..,0.534556448459625,..
Algeria,DZA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.949,72.197,72.559,72.25,72.812,73.075,73.735,74.071,74.864,74.873,75.236,75.478,75.84,76.467,76.824,76.803,76.821,77.205,77.76,75.912,77.959
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,29.77,27.3,25.9,23.72,17.65,15.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.21,11.21,10.2,10.334,10.416,10.495,12.248,11.747
American Samoa,ASM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,512000000,524000000,509000000,500000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,721000000,750000000
American Samoa,ASM,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,15.4280395507812,16.3680191040039,..,..,..,..,..,..,..,21.5417098999023,21.3415603637695,21.2093296051025,..,..,..,..,..
Andorra,AND,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Compulsory education, duration (years)",SE.COM.DURS,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1429047881.84275,1546912331.8807,1755989353.9328,2361636235.17833,2895047587.11888,3159826891.50873,3952395030.09698,4085780202.87838,3674190066.44504,3449925693.58181,3629133062.55168,3188653258.61001,3193513470.43941,3271686452.47686,2789882569.1005,2896611878.6258,3000160414.63795,3218418631.67579,3155150255.91195,2891002460.29153,3325143693.28714
Andorra,AND,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,39.2,..,..,29.32,..,..,..,..,..,..,..
Angola,AGO,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,38.93,..,..,22.33,..,..,..,..,..,..,..
Angola,AGO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,54.1944885253906,..,..,..,..,..,..,..,..,..,..,..,53.4072113037109,..,..,..,..,..,..,..
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,67.4054183959961,..,..,..,..,..,..,..,..,..,..,..,66.0301132202148,..,..,..,..,..,..,..
Angola,AGO,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,76.49962,75.33412,74.64644,71.48141,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,2.00061011314392,1.2583099603653,..,..,..,..,..,..
Angola,AGO,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..
Angola,AGO,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.4,..,..,..,..,..
Angola,AGO,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.3,..,..,..,..,..
Angola,AGO,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,9.25423745220691,9.44019549527723,9.55151655888075,10.2249569689872,8.91289884359989,9.44007218414204,10.8283059553168,12.3645924301501,14.1831450300624,9.87031380207947,8.96927105568948,10.0259673385746
Angola,AGO,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,3.17305056414187,2.01496821504011,4.35011884491608,7.97676918024597,10.1905320738466,10.6112339715733,11.2850858065096,25.8360610272673,23.2217366851526,23.145468821214,12.2238112230323,14.9960876543918
Angola,AGO,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,30.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Compulsory education, duration (years)",SE.COM.DURS,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,9129594815.57661,8936079251.42093,15285592486.2532,17812704627.0282,23552057820.4599,36970901023.7893,65266415706.9741,88538664884.265,70307196474.1272,83799473759.7201,111789747670.59,128052915202.989,132339108708.408,135966802156.542,90496420626.179,52761617225.9253,73690155046.555,79450688232.0011,70897962712.6213,48501561230.001,66505129989.243
Angola,AGO,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.358,0.353776037693024,..,0.355706423521042,..
Angola,AGO,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.361,0.360190957784653,..,0.362405389547348,..
Angola,AGO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,48.561,49.606,49.896,51.674,52.657,53.634,55.815,56.734,57.967,59.039,59.869,61.024,61.684,62.472,63.094,63.434,64.019,64.717,64.922,64.982,64.307
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.163,4.119,4.043,4.043,3.972,3.915,3.827,3.791,3.78,9.43,7.36,8.064,8.834,9.58,9.584,9.586,9.535,9.522,9.481,10.35,10.384
Antigua and Barbuda,ATG,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,99.4199981689453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98.9499969482422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,95.04599,..,93.81726,98.43915,..,98.69226,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.04616462244291,3.91139417544749,3.9474414670246,3.87413087895443,5.45499026741685,6.47596679835312,9.28716761396125
Antigua and Barbuda,ATG,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.54238304842407,8.65552703703775,7.93807051375576,6.35092928238182,5.3345601646961,6.25661001745179,6.7179766434396
Antigua and Barbuda,ATG,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Compulsory education, duration (years)",SE.COM.DURS,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,826370370.37037,800481481.481481,814381481.481481,856396296.296296,919729629.62963,1022962962.96296,1312759259.25926,1370070370.37037,1228329629.62963,1148700000,1281337037.03704,1327107407.40741,1325425925.92593,1378829629.62963,1437755555.55556,1489692592.59259,1531151851.85185,1661529629.62963,1725351851.85185,1410796296.2963,1601366666.66667
